10:54:13.040 
 _____     _ _ _
|_   _| __(_) (_)_   _ _ __ ___   | \ | | ___ | |_ ___  ___
  | || '__| | | | | | | '_ ` _ \  |  \| |/ _ \| __/ _ \/ __|
  | || |  | | | | |_| | | | | | | | |\  | (_) | ||  __/\__ \
  |_||_|  |_|_|_|\__,_|_| |_| |_| |_| \_|\___/ \__\___||___/ 0.102.1

10:54:13.041 📦 Versions:    app=0.102.1 db=234 sync=36 clipper=1.0
10:54:13.041 🔧 Build:       2026-03-08 08:46:44 (8ac9daa5d3)
10:54:13.041 📂 Data dir:    /home/darkhan/.local/share/trilium-data
10:54:13.041 ⏰ UTC time:    2026-04-08 01:54:12
10:54:13.041 💻 CPU:         12th Gen Intel(R) Core(TM) i5-12450H (12-core @ 3868 Mhz)
10:54:13.041 💾 DB size:     8.3 MiB
10:54:13.041 
10:54:13.062 Becca (note cache) load took 16ms
10:54:13.076 Updating attribute _help_Un4wj2Mak2Ky_ldocName from "User Guide/User Guide/Installation & Setup/Server Installation/Nix flake.clone" to "User Guide/User Guide/Installation & Setup/Desktop Installation/Nix flake"
10:54:13.083 Updating attribute _help_Un4wj2Mak2Ky_liconClass from "bx bx-file" to "bx bxl-tux"
10:54:13.083 Updating attribute _help_Un4wj2Mak2Ky_ldocName from "User Guide/User Guide/Installation & Setup/Desktop Installation/Nix flake" to "User Guide/User Guide/Installation & Setup/Server Installation/Nix flake.clone"
10:54:13.084 Updating attribute _help_Un4wj2Mak2Ky_liconClass from "bx bxl-tux" to "bx bx-file"
10:54:13.097 Trusted reverse proxy: false
10:54:13.097 App HTTP server starting up at port 37840
10:54:13.136 Registered global shortcut Ctrl+Alt+P for action createNoteIntoInbox
10:54:13.140 Listening on port 37840
10:54:13.372 CSRF token generation: Successful
10:54:13.487 200 GET /api/options with 8794 bytes took 1ms
10:54:13.490 200 GET /api/keyboard-actions with 23563 bytes took 2ms
10:54:13.491 200 GET /api/tree with 8808 bytes took 1ms
10:54:13.492 200 GET /api/autocomplete/notesCount with 3 bytes took 1ms
10:54:13.493 200 GET /api/options/locales with 1264 bytes took 0ms
10:54:13.534 200 GET /api/script/widgets with 2 bytes took 1ms
10:54:13.685 200 GET /api/keyboard-shortcuts-for-notes with 2 bytes took 0ms
10:54:13.686 200 GET /api/system-checks with 27 bytes took 0ms
10:54:13.687 200 POST /api/tree/load with 8944 bytes took 1ms
10:54:13.688 200 POST /api/tree/load with 15431 bytes took 1ms
10:54:13.737 200 POST /api/tree/load with 10246 bytes took 0ms
10:54:13.738 200 POST /api/tree/load with 10276 bytes took 0ms
10:54:13.747 200 GET /api/recent-changes/undefined with 2 bytes took 8ms
10:54:13.749 200 GET /api/notes/root/metadata with 181 bytes took 0ms
10:54:13.753 200 GET /api/search/note.parents.noteId%3D%22root%22%20%23!archived with 56 bytes took 3ms
10:54:13.755 200 GET /api/notes/root/attachments with 2 bytes took 1ms
10:54:13.755 200 POST /api/tree/load with 15431 bytes took 0ms
10:54:13.758 200 POST /api/tree/load with 23076 bytes took 1ms
10:54:13.774 200 GET /api/notes/root/attachments with 2 bytes took 0ms
10:54:13.775 200 GET /api/note-map/root/backlink-count with 11 bytes took 0ms
10:54:13.829 200 GET /api/notes/root with 315 bytes took 0ms
10:54:13.839 200 GET /api/notes/_template_text_snippet with 344 bytes took 1ms
10:54:13.847 200 GET /api/notes/_template_list_view with 323 bytes took 0ms
10:54:13.852 200 GET /api/notes/_template_grid_view with 322 bytes took 0ms
10:54:13.854 200 GET /api/notes/_template_calendar with 325 bytes took 1ms
10:54:13.858 200 GET /api/notes/_template_table with 320 bytes took 0ms
10:54:13.863 200 GET /api/search/%23workspace%20%23!template with 2 bytes took 1ms
10:54:13.864 200 GET /api/notes/_template_geo_map with 320 bytes took 0ms
10:54:13.866 200 GET /api/autocomplete?query=&activeNoteId=root&fastSearch=true with 8673 bytes took 1ms
10:54:13.867 200 GET /api/notes/_template_board with 325 bytes took 0ms
10:54:13.874 200 GET /api/notes/_template_presentation with 331 bytes took 1ms
10:54:13.875 200 GET /api/search-templates with 2 bytes took 1ms
10:54:15.688 200 GET /api/script/startup with 2 bytes took 2ms
10:54:16.203 204 PUT /api/options with 0 bytes took 1ms
10:54:16.239 Slow query took 25ms: SELECT *, LENGTH(content) AS contentLength FROM blobs WHERE blobId = ?
10:54:16.239 Slow 200 GET /api/notes/r4CrYXkFlduq/blob with 155 bytes took 25ms
10:54:16.240 200 GET /api/notes/r4CrYXkFlduq/metadata with 181 bytes took 0ms
10:54:16.241 200 GET /api/search/note.parents.noteId%3D%22r4CrYXkFlduq%22%20%23!archived with 121 bytes took 0ms
10:54:16.242 200 GET /api/notes/r4CrYXkFlduq/attachments with 2 bytes took 0ms
10:54:16.242 200 GET /api/notes/r4CrYXkFlduq/attachments with 2 bytes took 0ms
10:54:16.243 200 GET /api/note-map/r4CrYXkFlduq/backlink-count with 11 bytes took 1ms
10:54:16.261 200 POST /api/tree/load with 12432 bytes took 2ms
10:54:16.276 200 GET /api/notes/Sj3Ucibovt88/blob with 155 bytes took 1ms
10:54:16.278 200 GET /api/notes/xjRCdUyXsazS/blob with 970 bytes took 2ms
10:54:16.280 200 GET /api/notes/hGIzADduhZLf/blob with 1410 bytes took 1ms
10:54:16.281 200 GET /api/notes/DtrMkAjNfU7M/blob with 2472 bytes took 1ms
10:54:16.283 200 GET /api/notes/9WD0HdpjO65k/blob with 196 bytes took 0ms
10:54:16.284 200 GET /api/notes/kmfVzdco4DY8/blob with 155 bytes took 0ms
10:54:16.285 200 GET /api/notes/AQYc0hCVXRzx/blob with 155 bytes took 0ms
10:54:16.286 200 GET /api/notes/2WusJCc3UazW/blob with 155 bytes took 0ms
10:54:16.287 200 GET /api/search/%23textSnippet with 2 bytes took 0ms
10:54:16.288 200 POST /api/tree/load with 7222 bytes took 0ms
10:54:16.289 200 POST /api/tree/load with 10133 bytes took 1ms
10:54:16.291 200 POST /api/tree/load with 8641 bytes took 1ms
10:54:16.299 200 POST /api/tree/load with 8974 bytes took 0ms
10:54:16.308 200 GET /api/search-templates with 2 bytes took 1ms
10:54:16.636 JS Info: CKEditor state changed to ready
